"ID",Name,City,State,Country
grid.7324.2,MTU Aero Engines (Germany),Munich,,Germany
grid.7327.1,Council for Scientific and Industrial Research,Pretoria,,South Africa
grid.7336.1,University of Pannonia,Veszprém,,Hungary
grid.7338.f,University of the Azores,Ponta Delgada,,Portugal
grid.7340.0,University of Bath,Bath,Bath and North East Somerset,United Kingdom
grid.7345.5,University of Buenos Aires,Buenos Aires,,Argentina
grid.7354.5,Swiss Federal Laboratories for Materials Science and Technology,Dübendorf,,Switzerland
grid.7359.8,University of Bamberg,Bamberg,,Germany
grid.7362.0,Bangor University,Bangor,Gwynedd,United Kingdom
grid.7367.5,University of Basilicata,Potenza,,Italy
grid.7372.1,University of Warwick,Coventry,Warwickshire,United Kingdom
grid.7384.8,University of Bayreuth,Bayreuth,Bayern,Germany
grid.7399.4,Babeș-Bolyai University,Cluj-Napoca,Cluj,Romania
grid.7400.3,University of Zurich,Zurich,,Switzerland
grid.7427.6,University of Beira Interior,Covilha,,Portugal
grid.7429.8,Inserm,Paris,,France
grid.7439.9,Association of European Renewable Energy Research Centres,Brussels,,Belgium
grid.7445.2,Imperial College London,London,Westminster,United Kingdom
grid.7450.6,University of Göttingen,Göttingen,,Germany
grid.7459.f,University of Franche-Comté,Besançon,,France
grid.7468.d,Humboldt University of Berlin,Berlin,,Germany
grid.7489.2,Ben-Gurion University of the Negev,Beersheba,El Janūbī,Israel
grid.7490.a,Helmholtz Centre for Infection Research,Braunschweig,,Germany
grid.7491.b,Bielefeld University,Bielefeld,Nordrhein-Westfalen,Germany
grid.7492.8,Helmholtz Centre for Environmental Research,Leipzig,,Germany
grid.7497.d,German Cancer Research Center,Heidelberg,,Germany
grid.7520.0,University of Klagenfurt,Klagenfurt,Kärnten,Austria
grid.7545.3,Qinetiq (United Kingdom),Farnborough,,United Kingdom
grid.7546.0,Airbus (United Kingdom),Bristol,,United Kingdom
grid.7547.1,Von Karman Institute for Fluid Dynamics,Sint-Genesius-Rode,,Belgium
grid.7548.e,University of Modena and Reggio Emilia,Modena,,Italy
grid.7551.6,German Aerospace Center,Cologne,,Germany
grid.7555.2,Deutsche Flugsicherung (Germany),Langen,,Germany
grid.7563.7,University of Milano-Bicocca,Milan,,Italy
grid.7597.c,RIKEN,Wako,Saitama,Japan
grid.7605.4,University of Turin,Turin,Piemonte,Italy
grid.7621.2,University of Botswana,Gaborone,,Botswana
grid.7628.b,Oxford Brookes University,Oxford,Oxfordshire,United Kingdom
grid.7632.0,University of Brasília,Brasília,,Brazil
grid.7634.6,Comenius University,Bratislava,,Slovakia
grid.7637.5,University of Brescia,Brescia,,Italy
grid.7644.1,University of Bari Aldo Moro,Bari,,Italy
grid.7645.0,University of Kaiserslautern,Kaiserslautern,Rheinland-Pfalz,Germany
grid.7665.2,Instituto de Biologia Experimental Tecnológica,Oeiras,,Portugal
grid.7678.e,FIRC Institute of Molecular Oncology,Milan,,Italy
grid.7683.a,Deutsches Elektronen-Synchrotron DESY,Hamburg,,Germany
grid.7692.a,University Medical Center Utrecht,Utrecht,Utrecht,Netherlands
grid.7700.0,Heidelberg University,Heidelberg,,Germany
grid.7704.4,University of Bremen,Bremen,,Germany
grid.7708.8,University Medical Center Freiburg,Freiburg,,Germany
grid.7719.8,Spanish National Cancer Research Centre,Madrid,,Spain
grid.7722.0,Institute for Research in Biomedicine,Barcelona,,Spain
grid.7727.5,University of Regensburg,Regensburg,Bayern,Germany
grid.7728.a,Brunel University London,London,,United Kingdom
grid.7737.4,University of Helsinki,Helsinki,,Finland
grid.7749.d,Université du Burundi,Bujumbura,,Burundi
grid.7752.7,Bundeswehr University Munich,Munich,Bayern,Germany
grid.7759.c,University of Cádiz,Cadiz,,Spain
grid.7763.5,University of Cagliari,Cagliari,,Italy
grid.7776.1,Cairo University,Giza,,Egypt
grid.7778.f,University of Calabria,Rende,,Italy
grid.7779.e,University of Caldas,Manizales,Caldas,Colombia
grid.7787.f,University of Wuppertal,Wuppertal,Nordrhein-Westfalen,Germany
grid.7821.c,University of Cantabria,Santander,,Spain
grid.7831.d,Catholic University of Portugal,Lisbon,,Portugal
grid.7836.a,University of Cape Town,Rondebosch,,South Africa
grid.7839.5,Goethe University Frankfurt,Frankfurt am Main,Hessen,Germany
grid.7840.b,Carlos III University of Madrid,Madrid,,Spain
grid.7841.a,Sapienza University of Rome,Rome,Lazio,Italy
grid.7849.2,Claude Bernard University Lyon 1,Villeurbanne,,France
grid.7858.2,Saints Cyril and Methodius University of Skopje,Skopje,,North Macedonia
grid.7861.8,Energy Research Centre of the Netherlands,Petten,,Netherlands
grid.7870.8,Pontificia Universidad Católica de Chile,Santiago,Región Metropolitana de Santiago,Chile
grid.7872.a,University College Cork,Cork,,Ireland
grid.7886.1,University College Dublin,Dublin,Dublin,Ireland
grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,,Germany
grid.7898.e,Central University of Ecuador,Quito,,Ecuador
grid.7900.e,University of Sousse,Sousse,,Tunisia
grid.7902.c,Paris West University Nanterre La Défense,Paris,,France
grid.7914.b,University of Bergen,Bergen,Hordaland,Norway
grid.7922.e,Chulalongkorn University,Bangkok,,Thailand
grid.7942.8,Université Catholique de Louvain,Louvain-la-Neuve,,Belgium
grid.7943.9,University of Central Lancashire,Preston,Lancashire,United Kingdom
grid.7945.f,Bocconi University,Milan,,Italy
grid.7960.8,University of Žilina,Žilina,,Slovakia
grid.7973.a,Promotion of Operational Links With Integrated Services,Brussels,,Belgium
grid.8042.e,University of Macerata,Macerata,,Italy
grid.8048.4,University of Castile-La Mancha,Albacete,,Spain
grid.8049.5,Catholic University of the North,Antofagasta,,Chile
grid.8051.c,University of Coimbra,Coimbra,,Portugal
grid.8065.b,University of Colombo,Colombo,,Sri Lanka
grid.8073.c,University of A Coruña,A Coruña,,Spain
grid.8096.7,Coventry University,Coventry,,United Kingdom
grid.8127.c,University of Crete,Rethymno,,Greece
grid.8142.f,Catholic University of the Sacred Heart,Milan,Lombardia,Italy
grid.8148.5,Linnaeus University,Kalmar,,Sweden
grid.8155.9,University of Wales,Cardiff,,United Kingdom
grid.8158.4,University of Catania,Catania,,Italy
grid.8168.7,Alexandru Ioan Cuza University,Iasi,,Romania
grid.8170.e,Pontificial Catholic University of Valparaiso,Valparaíso,,Chile
grid.8171.f,Central University of Venezuela,Caracas,,Venezuela
grid.8183.2,Centre de Coopération Internationale en Recherche Agronomique pour le Développement,Paris,,France
grid.8186.7,Aberystwyth University,Aberystwyth,,United Kingdom
grid.8191.1,Cheikh Anta Diop University,Dakar,,Senegal
grid.8192.2,Damascus University,Damascus,,Syria
grid.8193.3,University of Dar es Salaam,Dar es Salaam,,Tanzania
grid.8194.4,Carol Davila University of Medicine and Pharmacy,Bucharest,,Romania
grid.8195.5,University of Delhi,New Delhi,,India
grid.8198.8,University of Dhaka,Dhaka,Dhaka,Bangladesh
grid.8201.b,Université de Dschang,Dschang,,Cameroon
grid.8207.d,Tallinn University,Tallinn,,Estonia
grid.8217.c,Trinity College Dublin,Dublin,Dublin,Ireland
grid.8241.f,University of Dundee,Dundee,,United Kingdom
grid.8250.f,Durham University,Durham,,United Kingdom
grid.8267.b,Medical University of Lodz,Łódź,,Poland
grid.8269.5,Universidad del Valle de Guatemala,Guatemala City,,Guatemala
grid.8271.c,University of Valle,Santiago de Cali,,Colombia
grid.8273.e,University of East Anglia,Norwich,Norfolk,United Kingdom
grid.8295.6,Eduardo Mondlane University,Maputo,,Mozambique
grid.8301.a,Egerton University,Nakuru,,Kenya
grid.8302.9,Ege University,Izmir,,Turkey
grid.8348.7,John Radcliffe Hospital,Oxford,Oxfordshire,United Kingdom
grid.8356.8,University of Essex,Colchester,Essex,United Kingdom
grid.8364.9,University of Mons,Mons,,Belgium
grid.8379.5,University of Würzburg,Wurzburg,Bayern,Germany
grid.8385.6,Forschungszentrum Jülich,Jülich,,Germany
grid.8389.a,University of Évora,Evora,,Portugal
grid.8390.2,University of Évry Val d'Essonne,Évry,,France
grid.8391.3,University of Exeter,Exeter,,United Kingdom
grid.8393.1,University of Extremadura,Badajoz,,Spain
grid.8395.7,Universidade Federal do Ceará,Fortaleza,,Brazil
grid.8399.b,Federal University of Bahia,Salvador,,Brazil
grid.8404.8,University of Florence,Florence,Toscana,Italy
grid.8430.f,Universidade Federal de Minas Gerais,Belo Horizonte,Minas Gerais,Brazil
grid.8440.8,Fraunhofer Institute for Wind Energy Systems,Bremerhaven,,Germany
grid.8453.a,French National Institute for Industrial Environment and Risks,Verneuil-en-Halatte,,France
grid.8461.b,CEU San Pablo University,Madrid,,Spain
grid.8464.e,Iberdrola (Spain),Bilbao,,Spain
grid.8465.f,German Institute for Economic Research,Berlin,Berlin,Germany
grid.8484.0,University of Ferrara,Ferrara,,Italy
grid.8505.8,University of Wrocław,Wrocław,,Poland
grid.8509.4,Roma Tre University,Rome,Lazio,Italy
grid.8515.9,University Hospital of Lausanne,Lausanne,,Switzerland
grid.8532.c,Federal University of Rio Grande do Sul,Porto Alegre,Rio Grande do Sul,Brazil
grid.8534.a,University of Fribourg,Fribourg,Freiburg,Switzerland
grid.8536.8,Federal University of Rio de Janeiro,Rio de Janeiro,,Brazil
grid.8547.e,Fudan University,Shanghai,Shanghai,China
grid.8563.8,Catalonian Research and Innovation Centre,Cornellà de Llobregat,,Spain
grid.8570.a,Gadjah Mada University,Yogyakarta,,Indonesia
grid.8578.2,"""Dunarea de Jos"" University of Galati",Galati,,Romania
grid.8581.4,Institute for Research and Technology in Food and Agriculture,Barcelona,,Spain
grid.8585.0,University of Gdańsk,Gdańsk,,Poland
grid.8591.5,University of Geneva,Geneva,,Switzerland
grid.8647.d,University of Maribor,Maribor,,Slovenia
grid.8652.9,University of Ghana,Accra,,Ghana
grid.8653.8,Royal Netherlands Meteorological Institute,De Bilt,,Netherlands
grid.8654.f,Royal Belgian Institute for Space Aeronomy,Brussels,,Belgium
grid.8657.c,Finnish Meteorological Institute,Helsinki,,Finland
grid.8658.3,China Meteorological Administration,Beijing,,China
grid.8663.b,National Observatory of Athens,Athens,Attiki,Greece
grid.8664.c,University of Giessen,Giessen,Hessen,Germany
grid.8668.0,Agentschap voor Innovatie door Wetenschap en Technologie,Brussels,,Belgium
grid.8669.1,European Forest Institute,Joensuu,,Finland
grid.8682.4,Natural Environment Research Council,Swindon,,United Kingdom
grid.8684.2,Joanneum Research,Graz,,Austria
grid.8752.8,University of Salford,Salford,Manchester,United Kingdom
grid.8756.c,University of Glasgow,Glasgow,,United Kingdom
grid.8761.8,University of Gothenburg,Gothenburg,,Sweden
grid.8767.e,Vrije Universiteit Brussel,Brussels,,Belgium
grid.8784.3,National Institute of Technology,Oslo,,Norway
grid.8831.2,D'Appolonia (Italy),Genoa,,Italy
grid.8842.6,Brandenburg University of Technology,Cottbus,Brandenburg,Germany
grid.8873.4,Labor (Italy),Rome,,Italy
grid.8905.4,University of Chemical Technology and Metallurgy,Sofia,,Bulgaria
grid.8953.7,Belgian Nuclear Research Centre,Mol,,Belgium
grid.8954.0,University of Ljubljana,Ljubljana,,Slovenia
grid.8970.6,Pasteur Institute of Lille,Lille,,France
grid.8974.2,University of the Western Cape,Cape Town,Western Cape,South Africa
grid.8982.b,University of Pavia,Pavia,,Italy
grid.8991.9,London School of Hygiene & Tropical Medicine,London,Camden,United Kingdom
grid.8993.b,Uppsala University,Uppsala,,Sweden
grid.9001.8,Morehouse School of Medicine,Atlanta,Georgia,United States
grid.9008.1,University of Szeged,Szeged,,Hungary
grid.9018.0,Martin Luther University Halle-Wittenberg,Halle,,Germany
grid.9024.f,University of Siena,Siena,,Italy
grid.9026.d,Universität Hamburg,Hamburg,,Germany
grid.9027.c,University of Perugia,Perugia,Umbria,Italy
grid.9067.8,Greek Research and Technology Network,Athens,,Greece
grid.9116.f,Inovamais,Matosinhos Municipality,,Portugal
grid.9122.8,University of Hannover,Hanover,Niedersachsen,Germany
grid.9132.9,European Organization for Nuclear Research,Geneva,,Switzerland
grid.9156.b,University of Upper Alsace,Mulhouse,,France
grid.9224.d,University of Seville,Seville,Andalucía,Spain
grid.9227.e,Chinese Academy of Sciences,Beijing,Beijing,China
grid.9273.f,DNV GL (Norway),Sandvika,,Norway
grid.9285.6,"National Institute of Engineering, Technology and Innovation",Lisbon,,Portugal
grid.9344.a,National University of Ireland,Dublin,,Ireland
grid.9370.d,Aena,Madrid,,Spain
grid.9371.c,SELEX Sistemi Integrati,Rome,,Italy
grid.9424.b,Vilnius Gediminas Technical University,Vilnius,,Lithuania
grid.9427.8,Belarusian National Technical University,Minsk,,Belarus
grid.9435.b,University of Reading,Reading,,United Kingdom
grid.9463.8,University of Hildesheim,Hildesheim,Niedersachsen,Germany
grid.9464.f,University of Hohenheim,Stuttgart,,Germany
grid.9481.4,University of Hull,Hull,Kingston upon Hull,United Kingdom
grid.9486.3,National Autonomous University of Mexico,Mexico City,Distrito Federal,Mexico
grid.9489.c,Institut de Physique du Globe de Paris,Paris,,France
grid.9499.d,National University of La Plata,La Plata,,Argentina
grid.9531.e,Heriot-Watt University,Edinburgh,,United Kingdom
grid.9563.9,University of the Balearic Islands,Palma,,Spain
grid.9580.4,Reykjavík University,Reykjavik,Suðurnes,Iceland
grid.9581.5,University of Indonesia,Depok,,Indonesia
grid.9582.6,University of Ibadan,Ibadan,Oyo,Nigeria
grid.9594.1,University of Ioannina,Ioannina,,Greece
grid.9601.e,Istanbul University,Istanbul,,Turkey
grid.9612.c,Jaume I University,Castelló de la Plana,,Spain
grid.9613.d,Friedrich Schiller University Jena,Jena,Thüringen,Germany
grid.9619.7,Hebrew University of Jerusalem,Jerusalem,,Israel
grid.9621.c,Joseph Fourier University,Grenoble,,France
grid.9647.c,Leipzig University,Leipzig,Sachsen,Germany
grid.9654.e,University of Auckland,Auckland,,New Zealand
grid.9657.d,Università Campus Bio-Medico,Rome,,Italy
grid.9659.3,Jean Moulin University Lyon 3,Lyon,Rhône-Alpes,France
grid.9668.1,University of Eastern Finland,Kuopio,,Finland
grid.9670.8,University of Jordan,Amman,,Jordan
grid.9679.1,University of Pecs,Pécs,,Hungary
grid.9681.6,University of Jyväskylä,Jyvaskyla,,Finland
grid.9689.e,United Kingdom Atomic Energy Authority,Abingdon,,United Kingdom
grid.9691.7,Ricardo AEA (United Kingdom),London,,United Kingdom
grid.9707.9,Kanazawa University,Kanazawa,,Japan
grid.9723.f,Kasetsart University,Bangkok,,Thailand
grid.9757.c,Keele University,Newcastle-under-Lyme,,United Kingdom
grid.9759.2,University of Kent,Canterbury,Kent,United Kingdom
grid.9762.a,Kenyatta University,Nairobi,Nairobi,Kenya
grid.9763.b,University of Khartoum,Khartoum,Khartoum,Sudan
grid.9764.c,Kiel University,Kiel,,Germany
grid.9783.5,University of Kinshasa,Kinshasa,,Democratic Republic of the Congo
grid.9786.0,Khon Kaen University,Khon Kaen,Khon Kaen,Thailand
grid.9811.1,University of Konstanz,Konstanz,Baden-Württemberg,Germany
grid.9829.a,Kwame Nkrumah University of Science and Technology,Kumasi,Ashanti,Ghana
grid.9835.7,Lancaster University,Lancaster,Lancashire,United Kingdom
grid.9841.4,"University of Campania ""Luigi Vanvitelli""",Caserta,,Italy
grid.9845.0,University of Latvia,Riga,,Latvia
grid.9851.5,University of Lausanne,Lausanne,,Switzerland
grid.9905.5,Saint Petersburg State Electrotechnical University,Saint Petersburg,,Russia
grid.9906.6,University of Salento,Lecce,,Italy
grid.9909.9,University of Leeds,Leeds,,United Kingdom
grid.9916.7,University of Le Havre,Le Havre,Haute-Normandie,France
grid.9918.9,University of Leicester,Leicester,,United Kingdom
grid.9922.0,AGH University of Science and Technology,Krakow,,Poland
grid.9925.7,National University of Lesotho,Maseru,,Lesotho
grid.9966.0,University of Limoges,Limoges,,France
grid.9970.7,Johannes Kepler University of Linz,Linz,Oberösterreich,Austria
grid.9976.1,Institute for Work and Health,Lausanne,,Switzerland
grid.9982.a,Slovak Medical University,Bratislava,,Slovakia
grid.9983.b,University of Lisbon,Lisbon,Lisboa,Portugal
grid.9984.c,Health and Safety Executive,Bootle,,United Kingdom
grid.10025.36,University of Liverpool,Liverpool,,United Kingdom
grid.10041.34,University of La Laguna,San Cristóbal de La Laguna,,Spain
grid.10049.3c,University of Limerick,Limerick,,Ireland
grid.10067.30,Lviv Polytechnic National University,Lviv,,Ukraine
grid.10090.38,Inter University Computation Centre,Tel Aviv,,Israel
grid.10097.3f,Barcelona Supercomputing Center,Barcelona,,Spain
grid.10210.32,Lusíada University of Porto,Porto,,Portugal
grid.10211.33,Leuphana University of Lüneburg,Lüneburg,Niedersachsen,Germany
grid.10212.30,University of Macedonia,Thessaloniki,,Greece
grid.10214.36,Madurai Kamaraj University,Madurai,Tamil Nadu,India
grid.10215.37,University of Malaga,Málaga,,Spain
grid.10223.32,Mahidol University,Bangkok,Nakhon Pathom,Thailand
grid.10251.37,Mansoura University,Al Mansurah,,Egypt
grid.10253.35,Philipp University of Marburg,Marburg,,Germany
grid.10267.32,Masaryk University,Brno,,Czechia
grid.10291.3b,"University of Mining and Geology ""Saint Ivan Rilski""",Sofia,,Bulgaria
grid.10306.34,Wellcome Sanger Institute,Cambridge,,United Kingdom
grid.10328.38,University of Minho,Braga,,Portugal
grid.10334.35,University of Miskolc,Miskolc,Borsod-Abaúj-Zemplén,Hungary
